the_geom,cartodb_id,has_toilets,_unique,access_direction,category,distance_from,has_bbq,has_caravan_disposal,has_emergency_phones,has_lighting,has_litter_bins,has_picnic_table,has_playground,has_power_outlets,has_shelter,is_accessible,latitude,longitude,responsible_authority,rest_area_name,rest_area_number,road_name,road_number,side,type,last_updated
0101000020E6100000DCF4673F5284624037894160E54442C0,49286,TRUE,"0000677,0050,A1",Both,RA,24km South of Thredbo,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,-36.53825,148.13504,National Parks and Wildlife Service,Tom Groggin Rest Area,400,ALPINE WAY,677,L,L,20200601
0101000020E6100000F5673F5244D7624053910A630B2541C0,49287,FALSE,"0000095,0075,A1",Eastbound,RA,27km West of Wollongong,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-34.28941,150.72709,Roads and Maritime Services,MR95 Picton Road near old airstrip,1697,PICTON RD,95,R,B,20200601
0101000020E6100000A79196CADBDB624078B988EFC42041C0,49288,FALSE,"0000177,0045,A2",Both,RA,12km West of Bulli,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,-34.25601,150.87058,Roads and Maritime Services,Appin Rd E/B Truck Parking Facility,1698,APPIN RD,177,R,B,20200601
0101000020E6100000761A69A9BCDA62409413ED2AA45041C0,49289,TRUE,"0000001,1362,B1",Southbound,RA,6km North of Kiama,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,-34.63001,150.83553,Roads and Maritime Services,Nungarry Rest Area Nth Kiama Bypass S/B,1699,PRINCES HIGHWAY,1,L,B,20200601
0101000020E6100000ED2AA4FCA4DA62401AC05B20415141C0,49290,TRUE,"0000001,1362,C1",Northbound,RA,5.5km North of Kiama,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,-34.6348,150.83264,Roads and Maritime Services,Wirriwin Rest Area Nth Kiama Bypass N/B,1701,NB FROM NTH KIAMA DR,1,R,B,20200601
0101000020E61000008542041C42D46240FF092E56D4C440C0,49291,FALSE,"0000184,0451,A2",Both,PA,62.8km from Lithgow,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,-33.53773,150.63307,Council,Bellbird Hill Reserve,1379,BELLS LINE OF RD,184,R,B,20200601
0101000020E6100000AD174339D1D86240BD18CA8976CD40C0,49292,FALSE,"0000184,0370,A1",Both,PA,0.07km from Ritchmond,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.60518,150.77554,Council,,1380,WINDSOR ST,184,L,B,20200601
0101000020E610000000E31934F4D86240840D4FAF94CD40C0,49293,FALSE,"0000184,0370,A1",Both,PA,1.05km from Ritchmond,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.6061,150.77981,Council,Grand Circular Tourist Drive Information Centre,1381,WINDSOR ST,184,L,B,20200601
0101000020E6100000704221020E0063408F53742497273DC0,49294,TRUE,"0000009,1470,A2",Both,RA,79.4km North of Grafton,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-29.15465,152.00171,Roads and Maritime Services,Bluff Rock Lookout,1073,NEW ENGLAND HIGHWAY,9,R,L,20200601
0101000020E6100000ABE7A4F78DD0624056D4601A86BF40C0,49295,TRUE,"0000184,0471,A1",Both,RA,48.4km from Lithgow,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-33.49628,150.51733,Council,Bilpin Reserve,872,BELLS LINE OF RD,184,R,L,20200601
0101000020E610000011363CBD52D2624021B0726891C140C0,49296,FALSE,"0000184,0461,A1",Both,PA,54.1km from Lithgow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.51225,150.5726,Roads and Maritime Services,,873,BELLS LINE OF RD,184,R,B,20200601
0101000020E6100000BEA4315A47D3624099D87C5C1BC240C0,49297,FALSE,"0000184,0461,A1",Both,PA,57km from Lithgow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.51646,150.60246,Council,Bilpin Information Centre,875,BELLS LINE OF RD,184,L,B,20200601
0101000020E61000004EB4AB90F2D36240CB845FEAE7E140C0,49298,FALSE,"0000005,1190,B2",Westbound,PA,22km from Fish River bridge,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.76489,150.62336,Roads and Maritime Services,Glenbrook,938,GREAT WESTERN HWY,5,L,B,20200601
0101000020E6100000601F9DBAF2D36240F59CF4BEF1E140C0,49299,FALSE,"0000005,1190,B2",Westbound,PA,82km from Lithgow,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.76519,150.62338,Council,Glenbrook Oval,939,GREAT WESTERN HWY,5,L,B,20200601
0101000020E6100000DFE00B93A9D16240616C21C841D940C0,49300,FALSE,"0000005,1281,C1",Eastbound,RA,69.1km from Lithgow,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.69732,150.55195,Council,Buttenshaw Park Faulconbridge,940,GREAT WESTERN HWY,5,R,B,20200601
0101000020E61000000000000000D16240BC57AD4CF8D940C0,49301,FALSE,"0000005,1290,B4",Southbound,RA,66.3km from Lithgow,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.70289,150.53125,Council,Pond,941,GREAT WESTERN HWY,5,L,L,20200601
0101000020E61000002DCF83BBB3CF6240BEF6CC9200DD40C0,49302,FALSE,"0000005,1310,C5",Both,RA,61km from Lithgow,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.72658,150.49069,Council,Bulls Camp Reserve,943,GREAT WESTERN HWY,5,R,L,20200601
0101000020E610000091D5AD9E93CD6240033E3F8C10C640C0,49303,FALSE,"0000184,0551,A1",Both,RA,35km from Lithgow,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-33.54738,150.42427,Roads and Maritime Services,Mt Tomah Rest Area,817,BELLS LINE OF RD,184,L,L,20200601
0101000020E6100000BE13B35E0CCE624054E3A59BC4C440C0,49304,TRUE,"0000184,0540,A1",Both,RA,39km from Lithgow,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-33.53725,150.43901,Council,Berambing Picnic Area,818,BELLS LINE OF RD,184,R,B,20200601
0101000020E610000060764F1E16E562403C1405FA44CE40C0,49305,TRUE,"0000010,0830,B1",Northbound,RA,29.4km North start of Pacific Hwy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.61148,151.15895,Roads and Maritime Services,Former RTA Weighbridge,1373,PACIFIC HWY,10,R,B,20200601
0101000020E61000006649809A5ACB6240B459F5B9DADA40C0,49306,TRUE,"0000005,1398,C1",Eastbound,RA,44.8km from Lithgow,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-33.7098,150.35481,Council,Kedumba Park,946,GREAT WESTERN HWY,5,R,B,20200601
0101000020E6100000D50968226CF76240D3C1FA3F87C93DC0,49307,TRUE,"0000009,1350,A3",Southbound,RA,95.8km North of Armidale,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-29.78722,151.73195,Roads and Maritime Services,Celtic Country - Redbank,1092,NEW ENGLAND HIGHWAY,9,R,B,20200601
0101000020E6100000569FABADD8F862408B89CDC7B5A93DC0,49308,TRUE,"0000009,1400,A1",Both,RA,9km North of Glen Innes,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-29.66293,151.77645,Council,Heritage Park (Bank of Beardy Ck),1091,NEW ENGLAND HIGHWAY,9,L,B,20200601
0101000020E6100000357BA01518C962409F93DE37BED240C0,49309,FALSE,"0000005,1490,A1",Both,RA,30.29km from Lithgow,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.64643,150.28419,Council,Sutton Park,947,GREAT WESTERN HWY,5,R,B,20200601
0101000020E61000000EA14ACD1EC96240E84D452A8CD140C0,49310,FALSE,"0000005,1490,A1",Both,RA,29.1km from Lithgow,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.63709,150.28501,Council,Neates Park,948,GREAT WESTERN HWY,5,L,B,20200601
0101000020E6100000AF997CB3CDC862403ACC971760CF40C0,49311,FALSE,"0000005,1505,A1",Both,PA,26km from Lithgow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.62012,150.27511,Roads and Maritime Services,,949,GREAT WESTERN HWY,5,L,B,20200601
0101000020E6100000B1C403CAA6C8624036936FB6B9CD40C0,49312,TRUE,"0000005,1515,C1",Southbound,RA,25.19km from Lithgow,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.60723,150.27036,Roads and Maritime Services,Mt. Boyce,951,GREAT WESTERN HWY,5,R,B,20200601
0101000020E61000009A42E73576C86240789CA223B9CC40C0,49313,FALSE,"0000005,1521,A1",Both,RA,24km from Lithgow,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.5994,150.26443,Council,Browntown Oval,952,GREAT WESTERN HWY,5,L,B,20200601
0101000020E6100000ED647094BCDA6240062FFA0AD2C440C0,49314,FALSE,"0000503,1020,A1",Both,PA,1.7km from Kurmond turn off,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.53766,150.83552,Roads and Maritime Services,,1627,THE PUTTY RD,503,L,H,20200601
0101000020E61000002A00C63368DA62401D9430D3F6B740C0,49315,FALSE,"0000503,1070,A3",Both,PA,16km from Kurmond turn off,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.43722,150.82522,Roads and Maritime Services,,1630,THE PUTTY RD,503,L,H,20200601
0101000020E6100000BA83D89942D56240E960FD9FC39C40C0,49316,FALSE,"0000503,1100,A2",Both,PA,54.1km from Kurmond Rd turn off,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-33.22472,150.66438,Roads and Maritime Services,,1641,THE PUTTY RD,503,L,B,20200601
0101000020E61000000B0C59DDEAFA62409B030473F45440C0,49317,TRUE,"0000010,1810,B1",Eastbound,RA,41.1km from Newcastle,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-32.66371,151.84117,Roads and Maritime Services,Twelve Mile Creek Rest Area,2003,PACIFIC HIGHWAY,10,L,B,20200601
0101000020E610000033DC80CF0F0A6340A245B6F3FD2C40C0,49318,TRUE,"0000010,1915,B1",Eastbound,RA,110.3km from Newcastle,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-32.3515,152.31443,Roads and Maritime Services,Chapmans Rest Area,503,PACIFIC HIGHWAY,10,L,B,20200601
0101000020E61000000FB40243560A63406458C51B991340C0,49319,TRUE,"0000010,1949,B1",Both,RA,134.1km from Newcastle,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-32.15311,152.32303,Roads and Maritime Services,Wang Wauk,489,PACIFIC HIGHWAY,10,L,B,20200601
0101000020E610000076711B0DE00E6340D717096D39F73FC0,49320,TRUE,"0000010,1983,B1",Northbound,RA,162.6km from Newcastle,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-31.96572,152.46485,Roads and Maritime Services,Four Mile Hill Rest Area,919,PACIFIC HIGHWAY,10,L,B,20200601
0101000020E6100000378E588B4F0E63407C0A80F10C0640C0,49321,TRUE,"0000010,1972,C1",Southbound,RA,151.8km from Newcastle,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-32.04727,152.44721,Roads and Maritime Services,Talawahl Creek Rest Area,491,PACIFIC HIGHWAY,10,R,B,20200601
0101000020E61000001AFA27B8580A634047E6913F182040C0,49322,TRUE,"0000010,1927,C1",Southbound,RA,122.8km from Newcastle,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,-32.25074,152.32333,Roads and Maritime Services,Kennedys Gap Rest Area,488,PACIFIC HIGHWAY,10,R,B,20200601
0101000020E610000082AD122C0E0A6340FE9AAC510F2D40C0,49323,TRUE,"0000010,1915,C1",Westbound,RA,110km from Newcastle,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-32.35203,152.31423,Roads and Maritime Services,Chapmans Rest Area,487,PACIFIC HIGHWAY,10,R,B,20200601
0101000020E6100000BBD05CA791FB62405D33F9669B5340C0,49324,TRUE,"0000010,1810,C1",Westbound,RA,43.2km from Newcastle,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-32.65318,151.86153,Roads and Maritime Services,Twelve Mile Creek Rest Area,1719,PACIFIC HIGHWAY,10,R,B,20200601
0101000020E6100000D8D825AAB7FA6240AF7C96E7C15540C0,49325,TRUE,"0000010,1810,C1",Both,RA,40km from Newcastle,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-32.66998,151.83492,Roads and Maritime Services,Medowie Rd Rest Area,505,PACIFIC HIGHWAY,10,R,B,20200601
0101000020E6100000240B98C0ADEB6240F90FE9B7AF6B40C0,49326,TRUE,"0000220,0140,A1",Both,RA,35.61km from Toronto,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-32.8413,151.36496,Council,Turner Park,1728,ABERDARE RD,220,L,L,20200601
0101000020E610000053793BC269E66240D673D2FBC6C340C0,49327,TRUE,"0006003,1112,C1",Southbound,RA,45km from Sydney,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-33.52951,151.20041,Roads and Maritime Services,Hawkesbury Rest Area SB,1729,SYDNEY-NEWCASTLE FREEWAY,6003,R,B,20200601
0101000020E6100000BADA8AFD65E6624007D3307C44C440C0,49328,TRUE,"0006003,1112,B1",Northbound,RA,45km from Sydney,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-33.53334,151.19995,Roads and Maritime Services,Hawkesbury Rest Area NB,1670,SYDNEY-NEWCASTLE FREEWAY,6003,L,B,20200601
0101000020E61000005F29CB10C7EB6240F9F719170EAC40C0,49329,TRUE,"0006003,1201,B1",Both,RA,79km from Sydney,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-33.34418,151.36805,Roads and Maritime Services,Ourimbah Rest Area,1672,SYDNEY-NEWCASTLE FREEWAY,6003,L,L,20200601
0101000020E610000098A3C7EF6DE762401F80D4264E5240C0,49330,TRUE,"0000009,0400,A3",Both,RA,36.2km from Maitland,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-32.64301,151.23217,Roads and Maritime Services,Whittingham Rest Area,1718,NEW ENGLAND HIGHWAY,9,R,B,20200601
0101000020E61000002D26361FD7E56240E8D9ACFA5C4940C0,49331,TRUE,"0000009,0420,A2",Both,RA,42km from Maitland,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,-32.57315,151.18251,Council,Townhead Park,1717,MAITLAND RD,9,L,L,20200601
0101000020E6100000594C6C3EAEDC624016C1FF56B21F40C0,49332,TRUE,"0000009,0620,A1",Both,RA,2km from Muswellbrook,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-32.24763,150.89627,Council,Vietnam Memorial Park,1716,NEW ENGLAND HIGHWAY,9,R,L,20200601
0101000020E6100000734BAB2171DC6240548CF337A11440C0,49333,TRUE,"0000009,0631,A2",Both,RA,12km from Muswellbrook,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-32.16117,150.88881,Council,Taylor Park,1715,NEW ENGLAND HIGHWAY,9,L,L,20200601
0101000020E6100000E10B93A982DA6240516B9A779CC23FC0,49334,TRUE,"0000009,0770,A1",Both,RA,65km from Muswellbrook,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-31.7602,150.82845,Council,Professional Row Park,1714,NEW ENGLAND HIGHWAY,9,L,L,20200601
0101000020E61000005DF92CCF83D9624084471B47ACBD3FC0,49335,FALSE,"0000009,0782,B1",Westbound,PA,70km from Muswellbrook,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,-31.74091,150.79734,Roads and Maritime Services,NULL,1600,NEW ENGLAND HIGHWAY,9,L,H,20200601
0101000020E6100000581CCEFC6AD962405ABBED4273BD3FC0,49336,FALSE,"0000009,0782,B1",Westbound,PA,70km from Muswellbrook,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,-31.74004,150.79431,Roads and Maritime Services,Nowlands Gap Truck Parking Area N/B,1682,NEW ENGLAND HIGHWAY,9,L,H,20200601
0101000020E6100000088F368E58D96240F73B1405FABC3FC0,49337,FALSE,"0000009,0782,C1",Eastbound,PA,85km from Tamworth,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,-31.73819,150.79206,Roads and Maritime Services,Nowlands Gap Truck Parking Area S/B,1602,NEW ENGLAND HIGHWAY,9,R,H,20200601
0101000020E6100000CD1E680586D96240AF25E4839EBD3FC0,49338,FALSE,"0000009,0782,C1",Eastbound,RA,85km from Tamworth,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-31.7407,150.79761,Roads and Maritime Services,Liverpool Range Rest Area,1601,NEW ENGLAND HIGHWAY,9,R,L,20200601
0101000020E6100000349D9D0C8EDC624082734694F6C63FC0,49339,TRUE,"0000009,0755,A1",Both,RA,96km from Tamworth,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-31.7772,150.89234,Council,Clarke St Rest Area,1599,NEW ENGLAND HIGHWAY,9,R,L,20200601
0101000020E61000001BBB44F5D6DC6240C269C18BBEDA3FC0,49340,TRUE,"0000009,0731,A3",Both,RA,47km from Muswellbrook,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-31.85447,150.90124,State Forests,Burning Mountain,1596,NEW ENGLAND HIGHWAY,9,R,B,20200601
0101000020E6100000D4D4B2B5BECE62407A19C5724B1B40C0,49341,TRUE,"0000027,0200,A1",Both,RA,15.3km from Merriwa,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-32.21324,150.46078,Roads and Maritime Services,Battery Rocks Rest Area,1706,GOLDEN HIGHWAY,27,L,L,20200601
0101000020E610000087DC0C37E0BD62401EDC9DB5DB0640C0,49342,TRUE,"0000027,0280,A1",Both,RA,47.7km from Merriwa,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-32.05358,149.93362,Roads and Maritime Services,Cassilis Park Rest Area,1712,GOLDEN HIGHWAY,27,L,B,20200601
0101000020E610000054E3A59BC40063402041F163CC0D3DC0,49343,TRUE,"0000016,0460,A1",Both,RA,126.5km West of Casino,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-29.0539,152.024,Other,Market Square Park,1799,CLARENCE STREET,16,L,B,20200601
0101000020E61000004DD6A887682163401FF46C567DDE3CC0,49344,TRUE,"0000016,0270,A1",Both,RA,1km South Casino,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,-28.8691,153.04401,Council,Lions Coronation Park - Casino,1801,CENTRE STREET,16,R,L,20200601
0101000020E61000002A745E6397196340C91F0C3CF7A63DC0,49345,FALSE,"0000012,0150,A1",Both,RA,15.6km West of Grafton,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-29.65221,152.79973,Roads and Maritime Services,Ramornie  Orara River - Tindal Bridge,1803,GWYDIR HIGHWAY,12,L,L,20200601
0101000020E6100000257A19C572006340C4B12E6EA3113DC0,49346,FALSE,"0000009,1480,A1",Eastbound,RA,89km North of Glen Innes,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-29.0689,152.01401,Roads and Maritime Services,Tenterfield Creek,1810,NEW ENGLAND HIGHWAY,9,R,L,20200601
0101000020E6100000611A868F889F6240CAFD0E45816A41C0,49347,FALSE,"0000002,1552,C2",Eastbound,PA,74km from Goulburn and  15km to Yass,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-34.83207,148.98542,Roads and Maritime Services,Manton Ridge,69,HUME HIGHWAY,2,R,H,20200601
0101000020E61000002041F163CC9B624012A0A696AD6541C0,49348,FALSE,"0000002,1582,B1",Westbound,RA,87km from Goulburn and 7km to Yass,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-34.79436,148.8687,Roads and Maritime Services,Derringullen Creek,71,HUME HIGHWAY,2,L,L,20200601
0101000020E6100000F27B9BFEEC9A62402B306475AB6341C0,49349,FALSE,"0000002,1610,C2",Southbound,PA,10km from Yass and  91km to Gundagai,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-34.77867,148.84143,Roads and Maritime Services,McGarths (One Tree),67,HUME HIGHWAY,2,R,B,20200601
0101000020E61000005DBF60376C986240D95F764F1E6241C0,49350,FALSE,"0000002,1621,B4",Westbound,PA,18km from Yass and  83km to Gundagai,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-34.76655,148.76321,Roads and Maritime Services,Two Mile,72,HUME HIGHWAY,2,L,H,20200601
0101000020E610000050E449D235976240734BAB21716341C0,49351,FALSE,"0000002,1640,B1",Westbound,PA,22km from Yass and  80km to Gundagai,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-34.77689,148.72532,Roads and Maritime Services,Conroys Gap,73,HUME HIGHWAY,2,L,H,20200601
0101000020E6100000B471C45A7C976240884677103B6341C0,49352,FALSE,"0000002,1640,C1",Eastbound,PA,21km from Yass and  81km to Gundagai,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-34.77524,148.73393,Roads and Maritime Services,Conroys Gap,66,HUME HIGHWAY,2,R,H,20200601
0101000020E610000047C9AB730C9262409E5E29CB106741C0,49353,FALSE,"0000002,1723,B1",Westbound,PA,40km from Yass and  62km to Gundagai,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,-34.8052,148.56402,Roads and Maritime Services,Gowlands,75,HUME HIGHWAY,2,L,H,20200601
0101000020E610000097C5C4E6E3936240D656EC2FBB6741C0,49354,FALSE,"0000002,1723,C1",Eastbound,PA,34km from Yass and  67km to Gundagai,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-34.8104,148.62157,Roads and Maritime Services,Connor's Creek,64,HUME HIGHWAY,2,R,H,20200601
0101000020E610000072FE2614228F62402C0E677E356741C0,49355,FALSE,"0000002,1732,B1",Westbound,PA,48km from Yass and  53km to Gundagai,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,-34.80632,148.47291,Roads and Maritime Services,Reedy Creek,76,HUME HIGHWAY,2,L,H,20200601
0101000020E6100000C51B9947FE89624075ABE7A4F76941C0,49356,FALSE,"0000002,1741,C2",Eastbound,PA,64km from Yass and  38km to Gundagai,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,-34.82787,148.31229,Roads and Maritime Services,Jugiong Hill,63,HUME HIGHWAY,2,R,B,20200601
0101000020E610000067614F3BFC866240FD4D2844C07141C0,49357,FALSE,"0000002,1745,B4",Westbound,PA,76km from Yass and  26km to Gundagai,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,-34.88868,148.21829,Roads and Maritime Services,Mungi Mungi Hill,78,HUME HIGHWAY-NTH COOLAC INTERCHANGE,2,L,H,20200601
0101000020E61000008FDFDBF467876240B77A4E7ADF7041C0,49358,FALSE,"0000002,1745,C4",Eastbound,PA,74km from Yass and  27km to Gundagai,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-34.88182,148.23144,Roads and Maritime Services,Black Springs,61,HUME HIGHWAY-NTH COOLAC INTERCHANGE,2,R,H,20200601
0101000020E61000005C77F3548783624098C0ADBB798241C0,49359,FALSE,"0000002,1832,B1",Southbound,PA,95km from Yass and  6km to Gundagai,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,-35.01934,148.11027,Roads and Maritime Services,Four Mile Hill,115,HUME HIGHWAY-NTH GUNDAGAI,2,L,H,20200601
0101000020E610000087BF266BD48162402EC55565DF8D41C0,49360,FALSE,"0000002,1945,B2",Westbound,RA,6km from Gundagai and 174km to Albury,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,-35.10838,148.05718,Roads and Maritime Services,Big Ben Creek,116,HUME HIGHWAY,2,L,B,20200601
0101000020E61000000FB4024356806240E8BCC62E519141C0,49361,FALSE,"0000002,1945,B2",Westbound,PA,12km from Gundagai and 168km to Albury,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,-35.13529,148.01053,Roads and Maritime Services,Tumblong,117,HUME HIGHWAY,2,L,H,20200601
0101000020E6100000381092054C8062402159C0046E9141C0,49362,TRUE,"0000002,1945,B2",Westbound,RA,12km from Gundagai and 168km to Albury,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,-35.13617,148.00928,Roads and Maritime Services,Tumblong,118,HUME HIGHWAY,2,L,L,20200601
0101000020E6100000D8F50B76C381624059FAD005F58D41C0,49363,FALSE,"0000002,1945,C2",Eastbound,PA,6km from Gundagai and 173km to Albury,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-35.10904,148.05511,Roads and Maritime Services,Big Ben Creek,54,HUME HIGHWAY,2,R,H,20200601
0101000020E61000001D03B2D7BB806240C173EFE1928F41C0,49364,FALSE,"0000002,1945,C2",Northbound,PA,10km from Gundagai and 170km to Albury,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-35.12167,148.02293,Roads and Maritime Services,Bereena,53,HUME HIGHWAY,2,R,B,20200601
